"","id","ebird","iNaturalist","other"
"3665","FL_Jacksonville_C2_C_1414",56,0,0
"3666","FL_Jacksonville_C2_C_1415",5,0,0
"3667","FL_Jacksonville_C2_C_1416",254,5,0
"3668","FL_Jacksonville_C2_C_1417",1515,9,2
"3669","FL_Jacksonville_C2_C_1419",0,1,0
"3670","FL_Jacksonville_C2_C_1421",0,3,0
"3671","FL_Jacksonville_C2_C_1422",61,1,0
"3672","FL_Jacksonville_C2_C_1423",1006,4,0
"3673","FL_Jacksonville_C3_C_1424",133,0,0
"3674","FL_Jacksonville_C4_C_1425",1926,3,0
"3675","FL_Jacksonville_C5_C_1426",210,5,0
"3676","FL_Jacksonville_D1_D_1427",1,0,0
"3677","FL_Jacksonville_D1_D_1428",182,1,0
"3678","FL_Jacksonville_D1_D_1430",49,0,0
"3679","FL_Jacksonville_D1_D_1431",45,1,0
"3680","FL_Jacksonville_D1_D_1432",250,2,0
"3681","FL_Jacksonville_D1_D_1433",8,0,0
"3682","FL_Jacksonville_D1_D_1434",15,1,0
"3683","FL_Jacksonville_D1_D_1436",3,0,0
"3684","FL_Jacksonville_D1_D_1440",472,0,0
"3685","FL_Jacksonville_D1_D_1441",103,1,0
"3686","FL_Jacksonville_D1_D_1444",16,1,0
"3687","PA_Johnstown_B1_B_8152",71,2,0
"3688","PA_Johnstown_B2_B_8153",31,0,0
"3689","PA_Johnstown_B3_B_8154",24,0,0
"3690","PA_Johnstown_B4_B_8155",0,2,0
"3691","PA_Johnstown_B5_B_8156",1,0,0
"3692","PA_Johnstown_B6_B_8157",5,0,0
"3693","PA_Johnstown_C1_C_8158",51,0,0
"3694","PA_Johnstown_C10_C_8159",122,0,0
"3695","PA_Johnstown_C13_C_8162",2,0,0
"3696","PA_Johnstown_C14_C_8163",31,0,0
"3697","PA_Johnstown_C15_C_8164",10,0,0
"3698","PA_Johnstown_C2_C_8165",9,0,0
"3699","PA_Johnstown_C3_C_8166",8,0,0
"3700","PA_Johnstown_C4_C_8167",188,0,236
"3701","PA_Johnstown_C5_C_8168",5,0,0
"3702","PA_Johnstown_C8_C_8171",0,0,31
"3703","PA_Johnstown_C9_C_8172",3,0,0
"3704","PA_Johnstown_D11_D_8175",1,0,44
"3705","PA_Johnstown_D14_D_8178",14,0,0
"3706","PA_Johnstown_D3_D_8180",4,0,0
"3707","PA_Johnstown_D7_D_8184",3,0,0
"3708","IL_Joliet_A1_A_2738",42,0,0
"3709","IL_Joliet_B1_B_2739",21,0,0
"3710","IL_Joliet_B2_B_2740",394,1,0
"3711","IL_Joliet_B3_B_2741",2,0,0
"3712","IL_Joliet_B4_B_2742",9,2,0
"3713","IL_Joliet_B5_B_2743",4,0,0
"3714","IL_Joliet_B6_B_2744",7,1,17
"3715","IL_Joliet_B7_B_2745",0,1,0
"3716","IL_Joliet_C1_C_2747",6,1,8
"3717","IL_Joliet_C11_C_2749",12,0,0
"3718","IL_Joliet_C12_C_2750",3,1,0
"3719","IL_Joliet_C14_C_2753",0,0,126
"3720","IL_Joliet_C2_C_2754",17,1,0
"3721","IL_Joliet_C3_C_2755",13,0,0
"3722","IL_Joliet_C4_C_2756",11,6,0
"3723","IL_Joliet_C5_C_2757",24,0,0
"3724","IL_Joliet_C6_C_2759",16,0,0
"3725","IL_Joliet_C7_C_2760",0,3,46
"3726","IL_Joliet_C8_C_2761",8,0,0
"3727","IL_Joliet_C8_C_2762",0,1,0
"3728","IL_Joliet_C9_C_2763",9,0,0
"3729","IL_Joliet_D5_D_2769",32,0,0
"3730","IL_Joliet_D6_D_2770",428,0,0
"3731","IL_Joliet_D7_D_2771",1,0,0
"3732","IL_Joliet_D9_D_2773",2309,2,7
"3733","MI_Kalamazoo_A2_A_4517",344,1,NA
"3734","MI_Kalamazoo_A3_A_4518",3,0,NA
"3735","MI_Kalamazoo_B1_B_4519",374,0,NA
"3736","MI_Kalamazoo_B2_B_4520",61,1,NA
"3737","MI_Kalamazoo_B4_B_4522",12,0,NA
"3738","MI_Kalamazoo_B6_B_4524",28,0,NA
"3739","MI_Kalamazoo_B7_B_4525",50,0,NA
"3740","MI_Kalamazoo_B8_B_4526",26,0,NA
"3741","MI_Kalamazoo_B9_B_4527",3,0,NA
"3742","MI_Kalamazoo_C1_C_4528",8,0,NA
"3743","MI_Kalamazoo_C11_C_4530",14,0,NA
"3744","MI_Kalamazoo_C12_C_4531",506,12,NA
"3745","MI_Kalamazoo_C13_C_4532",0,2,NA
"3746","MI_Kalamazoo_C14_C_4533",2,2,NA
"3747","MI_Kalamazoo_C15_C_4534",140,6,NA
"3748","MI_Kalamazoo_C15_C_4535",18,1,NA
"3749","MI_Kalamazoo_C16_C_4536",1,0,NA
"3750","MI_Kalamazoo_C18_C_4541",43,0,NA
"3751","MI_Kalamazoo_C19_C_4542",3400,1,NA
"3752","MI_Kalamazoo_C19_C_4543",5,0,NA
"3753","MI_Kalamazoo_C2_C_4544",6,0,NA
"3754","MI_Kalamazoo_C21_C_4548",12,0,NA
"3755","MI_Kalamazoo_C22_C_4549",65,0,NA
"3756","MI_Kalamazoo_C23_C_4550",416,0,NA
"3757","MI_Kalamazoo_C24_C_4552",173,0,NA
"3758","MI_Kalamazoo_C5_C_4555",131,5,NA
"3759","MI_Kalamazoo_C8_C_4558",6,0,NA
"3760","MI_Kalamazoo_D1_D_4560",9,0,NA
"3761","MI_Kalamazoo_D2_D_4562",29,0,NA
"3762","MI_Kalamazoo_D3_D_4563",13,0,NA
"3763","MI_Kalamazoo_NA_D_4569",1,0,NA
"3764","MI_Kalamazoo_NA_D_4570",5,0,NA
"3765","WI_Kenosha_A1_A_9489",39,0,0
"3766","WI_Kenosha_B1_B_9490",33,0,0
"3767","WI_Kenosha_B2_B_9491",22,0,0
"3768","WI_Kenosha_B3_B_9492",27,0,0
"3769","WI_Kenosha_B4_B_9493",3,0,0
"3770","WI_Kenosha_C1_C_9494",163,1,0
"3771","WI_Kenosha_C10_C_9495",91,0,0
"3772","WI_Kenosha_C2_C_9496",3,0,0
"3773","WI_Kenosha_C3_C_9497",3,0,0
"3774","WI_Kenosha_C4_C_9498",6,0,0
"3775","WI_Kenosha_C6_C_9500",8,0,0
"3776","WI_Kenosha_C8_C_9502",49,0,0
"3777","WI_Kenosha_C9_C_9503",54,0,0
"3778","WI_Kenosha_D1_D_9504",1,0,0
"3779","WI_Kenosha_D2_D_9505",1,0,77
"3780","WI_Kenosha_D3_D_9506",186,5,0
"3781","WI_Kenosha_D6_D_9509",0,1,0
"3782","WI_Kenosha_D8_D_9512",212,0,0
"3783","TN_Knoxville_A1_A_8652",15522,6,0
"3784","TN_Knoxville_A2_A_8653",1,0,0
"3785","TN_Knoxville_A3_A_8654",42,0,0
"3786","TN_Knoxville_A4_A_8655",87,8,0
"3787","TN_Knoxville_B10_B_8657",7,0,0
"3788","TN_Knoxville_B11_B_8658",112,2,0
"3789","TN_Knoxville_B12_B_8659",63,5,0
"3790","TN_Knoxville_B2_B_8660",209,0,0
"3791","TN_Knoxville_B3_B_8661",13,9,0
"3792","TN_Knoxville_B4_B_8662",93,3,58
"3793","TN_Knoxville_B5_B_8663",187,0,0
"3794","TN_Knoxville_B6_B_8664",24,0,0
"3795","TN_Knoxville_B7_B_8665",35,0,0
"3796","TN_Knoxville_B9_B_8667",93,0,0
"3797","TN_Knoxville_C1_C_8668",12,1,0
"3798","TN_Knoxville_C10_C_8669",292,13,0
"3799","TN_Knoxville_C11_C_8670",61,1,0
"3800","TN_Knoxville_C12_C_8671",20,3,0
"3801","TN_Knoxville_C13_C_8672",2,0,0
"3802","TN_Knoxville_C14_C_8673",5,0,0
"3803","TN_Knoxville_C15_C_8674",347,0,0
"3804","TN_Knoxville_C16_C_8675",53,0,0
"3805","TN_Knoxville_C2_C_8676",1,0,0
"3806","TN_Knoxville_C3_C_8677",813,15,0
"3807","TN_Knoxville_C4_C_8678",456,4,0
"3808","TN_Knoxville_C5_C_8679",7,1,0
"3809","TN_Knoxville_C6_C_8680",533,62,303
"3810","TN_Knoxville_C7_C_8681",249,5,0
"3811","TN_Knoxville_C8_C_8682",5,0,0
"3812","TN_Knoxville_C9_C_8683",25,0,0
"3813","TN_Knoxville_D10_D_8685",18,0,3
"3814","TN_Knoxville_D11_D_8686",93,5,0
"3815","TN_Knoxville_D12_D_8687",62,0,0
"3816","TN_Knoxville_D2_D_8688",99,2,0
"3817","TN_Knoxville_D3_D_8689",294,1,0
"3818","TN_Knoxville_D4_D_8690",161,21,1
"3819","TN_Knoxville_D5_D_8691",6,0,0
"3820","TN_Knoxville_D6_D_8692",335,8,0
"3821","TN_Knoxville_D8_D_8694",15,0,0
"3822","TN_Knoxville_D9_D_8695",199,2,0
"3823","IN_Lake Co. Gary_A1_A_3057",51,0,0
"3824","IN_Lake Co. Gary_A1_A_3058",14,0,0
"3825","IN_Lake Co. Gary_A2_A_3059",3,0,0
"3826","IN_Lake Co. Gary_A2_A_3060",9,0,0
"3827","IN_Lake Co. Gary_A2_A_3061",1729,0,0
"3828","IN_Lake Co. Gary_A4_A_3063",0,1,0
"3829","IN_Lake Co. Gary_A7_A_3067",46,0,0
"3830","IN_Lake Co. Gary_B10_B_3071",0,1,0
"3831","IN_Lake Co. Gary_B12_B_3073",2,0,0
"3832","IN_Lake Co. Gary_B13_B_3074",0,1,0
"3833","IN_Lake Co. Gary_B2_B_3075",79,0,0
"3834","IN_Lake Co. Gary_B2_B_3076",51,0,0
"3835","IN_Lake Co. Gary_B2_B_3077",56,0,0
"3836","IN_Lake Co. Gary_B3_B_3078",6,0,0
"3837","IN_Lake Co. Gary_B6_B_3081",1,0,0
"3838","IN_Lake Co. Gary_B7_B_3082",1,0,0
"3839","IN_Lake Co. Gary_C1_C_3085",194,2,0
"3840","IN_Lake Co. Gary_C10_C_3086",272,0,48
"3841","IN_Lake Co. Gary_C10_C_3087",722,0,109
"3842","IN_Lake Co. Gary_C11_C_3088",958,4,0
"3843","IN_Lake Co. Gary_C12_C_3089",10,0,0
"3844","IN_Lake Co. Gary_C13_C_3091",59,0,0
"3845","IN_Lake Co. Gary_C14_C_3092",0,1,0
"3846","IN_Lake Co. Gary_C15_C_3093",104,2,0
"3847","IN_Lake Co. Gary_C15_C_3094",2,1,0
"3848","IN_Lake Co. Gary_C16_C_3095",95,0,0
"3849","IN_Lake Co. Gary_C18_C_3097",128,0,5
"3850","IN_Lake Co. Gary_C2_C_3099",155,2,3
"3851","IN_Lake Co. Gary_C20_C_3100",8,0,0
"3852","IN_Lake Co. Gary_C20_C_3101",5,0,0
"3853","IN_Lake Co. Gary_C21_C_3102",143,1,0
"3854","IN_Lake Co. Gary_C22_C_3103",666,0,40
"3855","IN_Lake Co. Gary_C3_C_3104",41,1,0
"3856","IN_Lake Co. Gary_C4_C_3105",17,1,0
"3857","IN_Lake Co. Gary_C5_C_3106",0,1,0
"3858","IN_Lake Co. Gary_C6_C_3108",2,0,0
"3859","IN_Lake Co. Gary_C6_C_3109",1,0,0
"3860","IN_Lake Co. Gary_C6_C_3110",0,1,0
"3861","IN_Lake Co. Gary_C7_C_3112",204,0,0
"3862","IN_Lake Co. Gary_C7_C_3113",4,0,0
"3863","IN_Lake Co. Gary_C8_C_3114",285,0,0
"3864","IN_Lake Co. Gary_C9_C_3115",216,2,40
"3865","IN_Lake Co. Gary_D1_D_3116",2,0,0
"3866","IN_Lake Co. Gary_D1_D_3117",0,1,0
"3867","IN_Lake Co. Gary_D1_D_3118",69,0,0
"3868","IN_Lake Co. Gary_D1_D_3119",0,2,0
"3869","IN_Lake Co. Gary_D10_D_3121",44,0,0
"3870","IN_Lake Co. Gary_D10_D_3122",44,1,2
"3871","IN_Lake Co. Gary_D10_D_3123",11,0,0
"3872","IN_Lake Co. Gary_D11_D_3124",74,0,0
"3873","IN_Lake Co. Gary_D2_D_3125",0,2,0
"3874","IN_Lake Co. Gary_D3_D_3126",40,0,0
"3875","IN_Lake Co. Gary_D4_D_3128",12,1,0
"3876","IN_Lake Co. Gary_D4_D_3129",21,0,0
"3877","IN_Lake Co. Gary_D4_D_3130",0,1,0
"3878","IN_Lake Co. Gary_D5_D_3131",41,1,108
"3879","IN_Lake Co. Gary_D5_D_3132",83,3,0
"3880","IN_Lake Co. Gary_D6_D_3133",3,0,0
"3881","IN_Lake Co. Gary_D6_D_3134",0,1,0
"3882","IN_Lake Co. Gary_D6_D_3136",5,1,0
"3883","IN_Lake Co. Gary_D6_D_3138",66,6,6
"3884","IN_Lake Co. Gary_D7_D_3139",4,0,0
"3885","IN_Lake Co. Gary_D7_D_3140",132,0,0
"3886","IN_Lake Co. Gary_D8_D_3142",0,1,0
"3887","IN_Lake Co. Gary_D9_D_3143",45,0,0
"3888","IN_Lake Co. Gary_D9_D_3145",1,0,0
"3889","IN_Lake Co. Gary_D9_D_3146",29,1,0
"3890","IN_Lake Co. Gary_NA_C_3147",50,0,0
"3891","IN_Lake Co. Gary_NA_D_3150",75,0,0
"3892","PA_Lancaster_A1_A_8187",536,1,NA
"3893","PA_Lancaster_A10_A_8188",15,1,NA
"3894","PA_Lancaster_A3_A_8190",55,0,NA
"3895","PA_Lancaster_A5_A_8192",549,0,NA
"3896","PA_Lancaster_A7_A_8194",42,0,NA
"3897","PA_Lancaster_A8_A_8196",2,0,NA
"3898","PA_Lancaster_A9_A_8197",28,0,NA
"3899","PA_Lancaster_B1_B_8198",14,0,NA
"3900","PA_Lancaster_B10_B_8199",33,0,NA
"3901","PA_Lancaster_B12_B_8201",41,0,NA
"3902","PA_Lancaster_B13_B_8202",221,0,NA
"3903","PA_Lancaster_B13_B_8203",9,0,NA
"3904","PA_Lancaster_B14_B_8204",4,0,NA
"3905","PA_Lancaster_B15_B_8205",8,0,NA
"3906","PA_Lancaster_B16_B_8206",1,1,NA
"3907","PA_Lancaster_B19_B_8209",12,0,NA
"3908","PA_Lancaster_B2_B_8210",363,1,NA
"3909","PA_Lancaster_B4_B_8212",1,0,NA
"3910","PA_Lancaster_B5_B_8213",10,0,NA
"3911","PA_Lancaster_B6_B_8214",42,0,NA
"3912","PA_Lancaster_B7_B_8215",5,0,NA
"3913","PA_Lancaster_B8_B_8216",27,2,NA
"3914","PA_Lancaster_B9_B_8217",6,0,NA
"3915","PA_Lancaster_B9.5_B_8218",20,0,NA
"3916","PA_Lancaster_C1_C_8219",3,0,NA
"3917","PA_Lancaster_D2_D_8221",1221,0,NA
"3918","MI_Lansing_A_A_4571",226,0,0
"3919","MI_Lansing_A_A_4573",52,0,19
"3920","MI_Lansing_A_A_4574",812,0,4
"3921","MI_Lansing_B_B_4575",21,0,0
"3922","MI_Lansing_B_B_4577",786,0,0
"3923","MI_Lansing_B_B_4578",3103,10,0
"3924","MI_Lansing_B_B_4579",729,0,0
"3925","MI_Lansing_B_B_4580",6053,14,95
"3926","MI_Lansing_B_B_4581",153,2,0
"3927","MI_Lansing_B_B_4582",1649,2,8
"3928","MI_Lansing_B_B_4583",82,0,0
"3929","MI_Lansing_C_C_4585",27811,103,648
"3930","MI_Lansing_C_C_4586",3,0,0
"3931","MI_Lansing_C_C_4587",557,4,0
"3932","MI_Lansing_C_C_4588",176,0,0
"3933","MI_Lansing_C_C_4589",656,38,565
"3934","MI_Lansing_C_C_4590",1112,0,0
"3935","MI_Lansing_C_C_4591",4221,37,0
"3936","MI_Lansing_C_C_4592",3969,1,564
"3937","MI_Lansing_D_D_4593",24,0,0
"3938","MI_Lansing_D_D_4594",1,0,0
"3939","MI_Lansing_D_D_4595",283,5,0
"3940","MI_Lansing_D_D_4596",15,0,0
"3941","MI_Lansing_D_D_4597",27,0,0
"3942","MI_Lansing_D_D_4598",643,0,0
"3943","KY_Lexington_A1_A_3394",1561,0,0
"3944","KY_Lexington_A3_A_3396",27782,0,0
"3945","KY_Lexington_A4_A_3397",8,0,0
"3946","KY_Lexington_B1_B_3398",1158,6,0
"3947","KY_Lexington_B2_B_3399",14,2,0
"3948","KY_Lexington_B3_B_3400",345,8,0
"3949","KY_Lexington_B4_B_3401",57,0,0
"3950","KY_Lexington_B5_B_3402",323,0,0
"3951","KY_Lexington_C1_C_3403",34,0,0
"3952","KY_Lexington_C10_C_3404",59,0,0
"3953","KY_Lexington_C3_C_3408",25,0,0
"3954","KY_Lexington_C4_C_3409",39,1,0
"3955","KY_Lexington_C5_C_3410",187,1,0
"3956","KY_Lexington_C6_C_3411",124,14,0
"3957","KY_Lexington_C7_C_3412",624,0,0
"3958","KY_Lexington_C9_C_3414",55,3,0
"3959","KY_Lexington_D1_D_3415",11,1,0
"3960","KY_Lexington_D2_D_3416",6,0,0
"3961","KY_Lexington_D3_D_3417",13,0,0
"3962","KY_Lexington_D4_D_3418",17,2,57
"3963","KY_Lexington_D6_D_3420",13,0,0
"3964","KY_Lexington_D7_D_3421",7,0,0
"3965","MA_Lexington_A1_A_3860",132,2,0
"3966","MA_Lexington_A2_A_3861",59,0,0
"3967","MA_Lexington_A3_A_3862",11,3,0
"3968","MA_Lexington_A4_A_3863",120,1,0
"3969","MA_Lexington_B1_B_3864",256,1,0
"3970","MA_Lexington_B2_B_3865",47,1,0
"3971","MA_Lexington_B3_B_3866",40,1,5
"3972","MA_Lexington_B4_B_3867",1678,5,0
"3973","MA_Lexington_C1_C_3868",554,11,0
"3974","MA_Lexington_C2_C_3869",125,22,0
"3975","MA_Lexington_C3_C_3870",539,0,0
"3976","MA_Lexington_C3_C_3871",184,3,0
"3977","MA_Lexington_C4_C_3872",101,1,0
"3978","MA_Lexington_C5_C_3873",71,0,0
"3979","OH_Lima_A1_A_7491",30,0,NA
"3980","OH_Lima_B1_B_7492",5,0,NA
"3981","OH_Lima_B3_B_7494",5,0,NA
"3982","OH_Lima_B4_B_7495",10,0,NA
"3983","OH_Lima_B7_B_7498",20,0,NA
"3984","OH_Lima_C2_C_7504",4,0,NA
"3985","OH_Lima_C4_C_7506",8,0,NA
"3986","OH_Lima_C7_C_7509",0,1,NA
"3987","OH_Lima_C8_C_7510",7,0,NA
"3988","OH_Lima_C9_C_7511",40,0,NA
"3989","OH_Lima_D1_D_7513",43,0,NA
"3990","OH_Lima_D2_D_7514",46,0,NA
"3991","NE_Lincoln_A1_A_5342",8973,23,1685
"3992","NE_Lincoln_A11_A_5343",265,2,0
"3993","NE_Lincoln_B10_B_5344",22,1,0
"3994","NE_Lincoln_B12_B_5345",3092,1,0
"3995","NE_Lincoln_B15_B_5346",16,8,23
"3996","NE_Lincoln_B19_B_5347",2534,2,0
"3997","NE_Lincoln_B2_B_5348",4,0,0
"3998","NE_Lincoln_B2_B_5349",131,3,0
"3999","NE_Lincoln_B20_B_5350",9,0,0
"4000","NE_Lincoln_B3_B_5351",238,5,1091
"4001","NE_Lincoln_B5_B_5352",39,0,1
"4002","NE_Lincoln_B7_B_5353",10199,19,321
"4003","NE_Lincoln_B9_B_5354",33,0,0
"4004","NE_Lincoln_C13_C_5355",9856,8,916
"4005","NE_Lincoln_C16_C_5356",9,1,56
"4006","NE_Lincoln_C17_C_5357",16,0,0
"4007","NE_Lincoln_C18_C_5358",453,0,0
"4008","NE_Lincoln_C18_C_5359",970,14,971
"4009","NE_Lincoln_C22_C_5360",1611,6,0
"4010","NE_Lincoln_C4_C_5361",20,4,0
"4011","NE_Lincoln_C6_C_5362",4816,4,1480
"4012","NE_Lincoln_C8_C_5364",332,14,298
"4013","NE_Lincoln_D14_D_5365",241,6,70
"4014","NE_Lincoln_D21_D_5366",89,0,0
"4015","AR_Little Rock_A1_A_141",994,2,0
"4016","AR_Little Rock_A2_A_142",8932,3,0
"4017","AR_Little Rock_A4_A_144",25,0,0
"4018","AR_Little Rock_A5_A_145",663,2,0
"4019","AR_Little Rock_B1_B_146",27,0,0
"4020","AR_Little Rock_B10_B_147",318,0,681
"4021","AR_Little Rock_B11_B_148",31,0,0
"4022","AR_Little Rock_B2_B_150",260,0,622
"4023","AR_Little Rock_B3_B_151",32565,0,0
"4024","AR_Little Rock_B4_B_152",32,0,0
"4025","AR_Little Rock_B5_B_153",20,0,0
"4026","AR_Little Rock_B6_B_154",84,3,0
"4027","AR_Little Rock_B7_B_155",207,0,0
"4028","AR_Little Rock_B8_B_156",3,0,0
"4029","AR_Little Rock_C1_C_158",698,1,0
"4030","AR_Little Rock_C2_C_160",5784,1,0
"4031","AR_Little Rock_C3_C_161",210,0,48
"4032","AR_Little Rock_C4_C_162",38,0,0
"4033","AR_Little Rock_C6_C_164",216,0,0
"4034","AR_Little Rock_D1_D_168",41,0,0
"4035","AR_Little Rock_D2_D_169",153,1,0
"4036","AR_Little Rock_D3_D_170",169,0,0
"4037","AR_Little Rock_D4_D_171",76,0,0
"4038","AR_Little Rock_D6_D_174",2,0,0
"4039","AR_Little Rock_D7_D_175",13,0,0
"4040","AR_Little Rock_D8_D_176",60,0,0
"4041","OH_Lorain_B1_B_7519",248,0,0
"4042","OH_Lorain_B2_B_7520",714,2,0
"4043","OH_Lorain_C1_C_7522",10,15,0
"4044","OH_Lorain_C2_C_7523",149,42,0
"4045","OH_Lorain_C3_C_7524",30,0,0
"4046","OH_Lorain_C4_C_7525",2,0,0
"4047","OH_Lorain_C5_C_7526",2,0,0
"4048","OH_Lorain_C6_C_7527",62,2,32
"4049","OH_Lorain_C7_C_7528",8,0,101
"4050","OH_Lorain_C8_C_7529",11,0,0
"4051","OH_Lorain_C9_C_7530",11,0,0
"4052","OH_Lorain_D1_D_7531",13,0,0
"4053","OH_Lorain_D2_D_7532",8,0,0
"4054","OH_Lorain_D3_D_7534",4,0,0
"4055","OH_Lorain_D6_D_7538",91,0,0
"4056","CA_Los Angeles_A1_A_233",923,36,59
"4057","CA_Los Angeles_A10_A_234",4068,24,9
"4058","CA_Los Angeles_A11_A_235",292,41,0
"4059","CA_Los Angeles_A12_A_236",1126,195,0
"4060","CA_Los Angeles_A13_A_237",9526,85,1
"4061","CA_Los Angeles_A14_A_239",303,10,46
"4062","CA_Los Angeles_A15_A_240",965,31,0
"4063","CA_Los Angeles_A16_A_241",846,19,4
"4064","CA_Los Angeles_A17_A_243",5,5,60
"4065","CA_Los Angeles_A18_A_244",1188,20,2
"4066","CA_Los Angeles_A19_A_245",5,2,0
"4067","CA_Los Angeles_A2_A_246",532,11,112
"4068","CA_Los Angeles_A20_A_247",1092,3,0
"4069","CA_Los Angeles_A21_A_248",66510,294,0
"4070","CA_Los Angeles_A22_A_249",12,6,0
"4071","CA_Los Angeles_A23_A_250",15,0,0
"4072","CA_Los Angeles_A25_A_252",125,4,0
"4073","CA_Los Angeles_A26_A_253",91,8,0
"4074","CA_Los Angeles_A27_A_254",38,3,0
"4075","CA_Los Angeles_A28_A_255",60,4,0
"4076","CA_Los Angeles_A29_A_256",67,136,0
"4077","CA_Los Angeles_A3_A_257",54,10,0
"4078","CA_Los Angeles_A30_A_258",7507,40,10
"4079","CA_Los Angeles_A31_A_259",952,17,0
"4080","CA_Los Angeles_A32_A_260",66,15,28
"4081","CA_Los Angeles_A33_A_261",524,12,0
"4082","CA_Los Angeles_A34_A_262",16,12,0
"4083","CA_Los Angeles_A35_A_263",253,31,0
"4084","CA_Los Angeles_A36_A_264",0,1,0
"4085","CA_Los Angeles_A37_A_265",3008,86,9
"4086","CA_Los Angeles_A38_A_266",94,4,0
"4087","CA_Los Angeles_A38_A_267",224,24,0
"4088","CA_Los Angeles_A39_A_268",2,6,0
"4089","CA_Los Angeles_A4_A_269",21580,317,0
"4090","CA_Los Angeles_A40_A_270",41,10,283
"4091","CA_Los Angeles_A41_A_271",3392,37,19
"4092","CA_Los Angeles_A42_A_272",62,6,1
"4093","CA_Los Angeles_A43_A_273",2189,42,3
"4094","CA_Los Angeles_A46_A_274",264,22,0
"4095","CA_Los Angeles_A47_A_275",31,10,0
"4096","CA_Los Angeles_A48_A_276",0,4,0
"4097","CA_Los Angeles_A49_A_277",0,1,0
"4098","CA_Los Angeles_A5_A_278",102,21,14
"4099","CA_Los Angeles_A51_A_280",0,2,0
"4100","CA_Los Angeles_A52_A_281",208,15,0
"4101","CA_Los Angeles_A53_A_282",8,5,0
"4102","CA_Los Angeles_A54_A_283",0,2,0
"4103","CA_Los Angeles_A55_A_284",684,10,0
"4104","CA_Los Angeles_A56_A_285",199,16,0
"4105","CA_Los Angeles_A58_A_286",44,0,95
"4106","CA_Los Angeles_A59_A_287",13037,239,34
"4107","CA_Los Angeles_A6_A_288",176,23,1
"4108","CA_Los Angeles_A60_A_289",414,27,0
"4109","CA_Los Angeles_A7_A_290",146,14,1
"4110","CA_Los Angeles_A8_A_291",5428,21,0
"4111","CA_Los Angeles_A9_A_292",4653,216,9
"4112","CA_Los Angeles_B1_B_293",0,2,0
"4113","CA_Los Angeles_B10_B_294",68,19,1
"4114","CA_Los Angeles_B100_B_295",26,3,0
"4115","CA_Los Angeles_B101_B_296",94,27,0
"4116","CA_Los Angeles_B102_B_297",1,3,0
"4117","CA_Los Angeles_B103_B_298",32,4,0
"4118","CA_Los Angeles_B104_B_299",0,4,0
"4119","CA_Los Angeles_B105_B_300",34,4,0
"4120","CA_Los Angeles_B106_B_301",1625,4,0
"4121","CA_Los Angeles_B107_B_302",42,2,0
"4122","CA_Los Angeles_B109_B_304",31,5,0
"4123","CA_Los Angeles_B11_B_305",111,21,273
"4124","CA_Los Angeles_B110_B_306",1,3,0
"4125","CA_Los Angeles_B111_B_307",16,8,0
"4126","CA_Los Angeles_B112_B_308",1,3,0
"4127","CA_Los Angeles_B113_B_309",2,0,0
"4128","CA_Los Angeles_B114_B_310",25,2,0
"4129","CA_Los Angeles_B115_B_311",1245,2,0
"4130","CA_Los Angeles_B116_B_312",36,0,0
"4131","CA_Los Angeles_B117_B_313",1790,44,106
"4132","CA_Los Angeles_B118_B_314",4138,226,1
"4133","CA_Los Angeles_B119_B_315",0,3,0
"4134","CA_Los Angeles_B119_B_316",37,9,0
"4135","CA_Los Angeles_B12_B_317",43,23,63
"4136","CA_Los Angeles_B120_B_318",85,8,5
"4137","CA_Los Angeles_B121_B_319",96,32,1
"4138","CA_Los Angeles_B122_B_320",20,5,0
"4139","CA_Los Angeles_B13_B_321",280,69,30
"4140","CA_Los Angeles_B14_B_322",518,7,0
"4141","CA_Los Angeles_B15_B_323",176,42,0
"4142","CA_Los Angeles_B16_B_324",2777,42,0
"4143","CA_Los Angeles_B17_B_325",70,19,25
"4144","CA_Los Angeles_B18_B_326",2,13,0
"4145","CA_Los Angeles_B19_B_327",183,11,0
"4146","CA_Los Angeles_B2_B_328",0,11,0
"4147","CA_Los Angeles_B20_B_329",20,3,0
"4148","CA_Los Angeles_B21_B_330",154,5,0
"4149","CA_Los Angeles_B22_B_331",61,8,47
"4150","CA_Los Angeles_B23_B_332",333,19,0
"4151","CA_Los Angeles_B24_B_333",22,12,0
"4152","CA_Los Angeles_B25_B_334",1946,10,0
"4153","CA_Los Angeles_B26_B_335",4802,44,720
"4154","CA_Los Angeles_B27_B_336",226,12,0
"4155","CA_Los Angeles_B28_B_337",776,26,0
"4156","CA_Los Angeles_B29_B_338",251,71,2
"4157","CA_Los Angeles_B3_B_339",507,12,188
"4158","CA_Los Angeles_B30_B_340",277,38,2
"4159","CA_Los Angeles_B31_B_341",1021,20,0
"4160","CA_Los Angeles_B32_B_342",231,6,0
"4161","CA_Los Angeles_B33_B_343",21252,67,1
"4162","CA_Los Angeles_B34_B_344",14421,16,39
"4163","CA_Los Angeles_B35_B_345",1792,20,0
"4164","CA_Los Angeles_B36_B_346",698,24,0
"4165","CA_Los Angeles_B37_B_347",215,3,1
"4166","CA_Los Angeles_B38_B_348",24,5,0
"4167","CA_Los Angeles_B39_B_349",25672,13,0
"4168","CA_Los Angeles_B4_B_350",12,9,0
"4169","CA_Los Angeles_B40_B_351",5117,65,0
"4170","CA_Los Angeles_B41_B_352",165,15,0
